seed,sigma,correlation,estimator,corr_theta,spear_theta,corr_beta,spear_beta,corr_X_missing,rmse_theta,rmse_beta,rmse_X
37,1.5,both,Day,0.978128,0.977086,0.475687,0.398093,0.722471,0.591368,1.551775,1.592715
37,1.5,both,Imp,0.96726,0.960945,0.803524,0.8,0.786891,0.816653,1.073983,1.344007
38,1.5,both,EM,0.988099,0.988701,0.990235,0.966732,0.883471,0.534563,0.391198,1.163314
38,1.5,both,Day,0.988099,0.988226,0.657622,0.611884,0.818584,0.534561,1.387932,1.559645
38,1.5,both,Imp,0.967076,0.96339,0.898883,0.898412,0.810273,0.989761,0.935229,1.36723
39,1.5,both,EM,0.9598,0.958928,0.976145,0.976522,0.865199,0.663478,0.629611,1.178886
39,1.5,both,Day,0.9598,0.962164,0.399036,0.361233,0.734127,0.663478,1.548391,1.571598
39,1.5,both,Imp,0.955095,0.949095,0.826991,0.763273,0.788378,0.810784,0.998306,1.352462
40,1.5,both,EM,0.979969,0.97531,0.98858,0.981739,0.888016,0.671364,0.602682,1.104481
40,1.5,both,Day,0.979969,0.974948,0.467106,0.486558,0.72431,0.671363,1.887553,1.749541
40,1.5,both,Imp,0.953721,0.932603,0.910454,0.866275,0.804339,0.984447,1.011611,1.294958
41,1.5,both,EM,0.977727,0.977392,0.986907,0.986087,0.844584,0.615517,0.551855,1.229517
41,1.5,both,Day,0.977727,0.977389,0.402657,0.383349,0.71166,0.615516,1.816763,1.783025
41,1.5,both,Imp,0.96619,0.953598,0.8851,0.88087,0.749698,0.844232,0.980769,1.397144
42,1.5,both,EM,0.953404,0.952863,0.988377,0.982609,0.83709,0.573464,0.410173,1.236008
42,1.5,both,Day,0.953404,0.95211,0.531273,0.493931,0.718727,0.573463,1.527029,1.710016
42,1.5,both,Imp,0.897936,0.879018,0.925146,0.92,0.745214,0.872303,0.773913,1.396793
43,1.5,both,EM,0.975954,0.97792,0.96945,0.951511,0.846583,0.596584,0.495153,1.192083
43,1.5,both,Day,0.975954,0.977641,0.327872,0.317,0.721571,0.596582,1.455786,1.608763
43,1.5,both,Imp,0.970142,0.967697,0.818951,0.81322,0.758897,0.730023,0.885326,1.36315
44,1.5,both,EM,0.964446,0.975585,0.988374,0.975652,0.888802,0.490462,0.503844,1.15485
44,1.5,both,Day,0.964446,0.97561,0.645137,0.641373,0.791333,0.490461,1.415483,1.531694
44,1.5,both,Imp,0.939198,0.93016,0.90618,0.887777,0.826062,0.81467,0.96864,1.338321
45,1.5,both,EM,0.968879,0.967137,0.97822,0.988911,0.826827,0.552915,0.401618,1.208785
45,1.5,both,Day,0.968879,0.96742,0.330694,0.324372,0.715021,0.552913,1.388025,1.60722
45,1.5,both,Imp,0.958052,0.9549,0.845738,0.836997,0.753106,0.69973,0.78959,1.359575
46,1.5,both,EM,0.978163,0.974712,0.981403,0.965217,0.856626,0.584332,0.529626,1.181602
46,1.5,both,Day,0.978163,0.974331,0.408744,0.383349,0.759637,0.58433,1.476468,1.555571
46,1.5,both,Imp,0.971411,0.965111,0.797531,0.752174,0.756134,0.750314,0.98172,1.377228
47,1.5,both,EM,0.977666,0.980588,0.988322,0.974783,0.897499,0.534108,0.613801,1.098305
47,1.5,both,Day,0.977666,0.980588,0.633843,0.604512,0.814456,0.534107,1.750447,1.609963
47,1.5,both,Imp,0.949851,0.931919,0.927113,0.891304,0.81732,1.006141,1.128453,1.340326
48,1.5,both,EM,0.95843,0.945641,0.977587,0.966087,0.863168,0.671992,0.540089,1.172521
48,1.5,both,Day,0.95843,0.945833,0.51317,0.530791,0.744327,0.671991,1.66401,1.71177
48,1.5,both,Imp,0.933772,0.913114,0.879974,0.888696,0.76054,0.951545,0.96933,1.358397
49,1.5,both,EM,0.976359,0.975478,0.975449,0.988696,0.833621,0.580647,0.563093,1.206401
49,1.5,both,Day,0.976359,0.975544,0.242009,0.346489,0.677824,0.580646,1.486641,1.588107
49,1.5,both,Imp,0.973907,0.964378,0.839065,0.777391,0.780487,0.692322,0.867726,1.339735
0,3.5,none,EM,0.871524,0.875498,0.868939,0.780604,0.421768,0.994619,0.879323,2.001547
0,3.5,none,Day,0.871524,0.87521,0.086928,0.095837,0.322473,0.994619,1.479159,2.134187
0,3.5,none,Imp,0.876604,0.881188,0.855898,0.784689,0.425261,0.976536,0.887411,2.002026
1,3.5,none,EM,0.852871,0.778182,0.94292,0.931304,0.452171,1.012277,0.881096,2.038918
1,3.5,none,Day,0.852871,0.779647,0.269497,0.265396,0.314804,1.012277,1.727523,2.23246
1,3.5,none,Imp,0.851343,0.784081,0.942278,0.946957,0.453085,1.004452,0.876712,2.044133
2,3.5,none,EM,0.928661,0.913456,0.957035,0.944553,0.533072,0.993322,0.830561,1.991001
2,3.5,none,Day,0.928661,0.914313,0.337283,0.265396,0.442113,0.993322,1.550906,2.144181
2,3.5,none,Imp,0.92109,0.910175,0.944411,0.945811,0.529253,1.016571,0.86966,1.996704
3,3.5,none,EM,0.908438,0.899239,0.952457,0.937391,0.536313,1.264078,1.159427,1.922842
3,3.5,none,Day,0.908438,0.899362,0.531004,0.567652,0.389791,1.264078,2.002355,2.173839
3,3.5,none,Imp,0.883416,0.879302,0.961321,0.94,0.521383,1.283042,1.124238,1.939775
4,3.5,none,EM,0.889067,0.89951,0.950777,0.933913,0.479219,1.072436,0.884673,2.019112
4,3.5,none,Day,0.889067,0.89968,0.472521,0.427582,0.402499,1.072435,1.582681,2.168964
4,3.5,none,Imp,0.871089,0.872749,0.940078,0.924919,0.466478,1.112605,0.922008,2.029669
5,3.5,none,EM,0.86162,0.850403,0.921923,0.892803,0.499439,1.117964,0.716161,1.975015
5,3.5,none,Day,0.86162,0.850843,0.275129,0.265396,0.384305,1.117964,1.417531,2.146344
5,3.5,none,Imp,0.859911,0.855313,0.921397,0.899913,0.50328,1.121311,0.724275,1.975293
6,3.5,none,EM,0.873093,0.864689,0.924553,0.894783,0.517482,1.142962,0.918134,1.92781
6,3.5,none,Day,0.873093,0.865174,0.490146,0.42021,0.436432,1.142962,1.540544,2.080091
6,3.5,none,Imp,0.845492,0.834869,0.910955,0.883377,0.492524,1.19407,0.958943,1.9461
7,3.5,none,EM,0.885276,0.870294,0.942386,0.942609,0.518706,0.918606,1.049849,1.961628
7,3.5,none,Day,0.885276,0.869274,0.301725,0.272768,0.358804,0.918606,1.823818,2.161813
7,3.5,none,Imp,0.877211,0.858755,0.934724,0.947803,0.507908,0.926558,1.054246,1.972518
8,3.5,none,EM,0.897646,0.89273,0.949501,0.96087,0.560144,1.336376,0.699161,2.002752
8,3.5,none,Day,0.897646,0.893156,0.25913,0.265396,0.417114,1.336376,1.448331,2.188547
8,3.5,none,Imp,0.886257,0.872342,0.954157,0.962158,0.556872,1.362774,0.706027,2.00823
9,3.5,none,EM,0.887473,0.870071,0.910117,0.925217,0.416003,1.116829,0.876061,2.064616
9,3.5,none,Day,0.887472,0.868016,0.482853,0.493931,0.361007,1.11683,1.402689,2.166537
9,3.5,none,Imp,0.884952,0.860424,0.908334,0.9202,0.393453,1.117855,0.885511,2.078359
10,3.5,none,EM,0.85089,0.844384,0.970868,0.958261,0.471774,0.956489,0.861872,2.032458
10,3.5,none,Day,0.85089,0.846269,0.706678,0.715093,0.381573,0.956489,1.408598,2.156906
10,3.5,none,Imp,0.784277,0.815925,0.964334,0.957355,0.438215,1.049083,0.884734,2.061723
11,3.5,none,EM,0.872504,0.866419,0.923744,0.868696,0.519787,1.000766,1.118351,2.001928
11,3.5,none,Day,0.872503,0.862343,0.238262,0.265396,0.307517,1.000767,1.898547,2.220004
11,3.5,none,Imp,0.87961,0.875483,0.914061,0.862361,0.526705,0.967932,1.11735,2.005664
12,3.5,none,EM,0.89727,0.900174,0.961925,0.933913,0.528924,1.036459,1.157148,1.936651
12,3.5,none,Day,0.897271,0.900456,0.670871,0.626628,0.438219,1.036459,1.745834,2.082511
12,3.5,none,Imp,0.838775,0.837739,0.962782,0.936725,0.494856,1.07943,1.082318,1.978516
13,3.5,none,EM,0.90951,0.901164,0.919762,0.893043,0.492026,1.046314,0.688978,1.969272
13,3.5,none,Day,0.90951,0.900693,0.255406,0.243279,0.406542,1.046315,1.332166,2.106161
13,3.5,none,Imp,0.915321,0.907964,0.925566,0.894302,0.4982,1.038113,0.692733,1.967951
14,3.5,none,EM,0.926996,0.897274,0.966403,0.972174,0.635268,1.160881,1.099817,1.866308
14,3.5,none,Day,0.926996,0.89712,0.608865,0.582396,0.479387,1.160881,1.928085,2.146116
14,3.5,none,Imp,0.871424,0.836741,0.962627,0.974995,0.598625,1.263362,1.131558,1.908747
15,3.5,none,EM,0.876819,0.877364,0.891629,0.747554,0.468365,1.106799,0.938889,1.989586
15,3.5,none,Day,0.876818,0.878142,0.486281,0.449698,0.398119,1.1068,1.41584,2.094959
15,3.5,none,Imp,0.868503,0.868868,0.89077,0.739452,0.470422,1.104024,0.909944,1.997098
16,3.5,none,EM,0.910467,0.889395,0.941785,0.924348,0.488014,0.977368,1.076481,1.983652
16,3.5,none,Day,0.910467,0.890754,0.488331,0.486558,0.409266,0.977368,1.876559,2.177157
16,3.5,none,Imp,0.874434,0.8466,0.941085,0.914746,0.48563,1.018757,1.052582,1.996214
17,3.5,none,EM,0.906733,0.889405,0.947107,0.923478,0.535374,1.16249,0.940144,1.962818
17,3.5,none,Day,0.906733,0.890735,0.709569,0.707721,0.518273,1.16249,1.38723,2.046675
17,3.5,none,Imp,0.859574,0.846878,0.94234,0.914709,0.483755,1.256956,0.972778,2.001648
18,3.5,none,EM,0.858,0.826692,0.894431,0.868696,0.456585,1.212855,0.982327,2.010914
18,3.5,none,Day,0.858,0.826692,0.651629,0.692977,0.410501,1.212855,1.432687,2.120247
18,3.5,none,Imp,0.831598,0.780541,0.876893,0.856024,0.431424,1.260911,1.041825,2.030684
19,3.5,none,EM,0.849992,0.810848,0.924722,0.913913,0.512589,1.042645,1.007877,1.989912
19,3.5,none,Day,0.849992,0.809681,0.214383,0.125326,0.388781,1.042645,1.72207,2.16033
19,3.5,none,Imp,0.849907,0.809063,0.943326,0.92194,0.521135,1.039387,0.96924,1.98741
20,3.5,none,EM,0.889474,0.880935,0.912456,0.83913,0.498543,1.33424,0.996345,1.996439
20,3.5,none,Day,0.889474,0.881509,0.501427,0.449698,0.39909,1.33424,1.545901,2.127542
20,3.5,none,Imp,0.890088,0.884005,0.904241,0.83993,0.496994,1.278419,0.950893,2.011239
21,3.5,none,EM,0.895743,0.912746,0.967177,0.977391,0.538088,1.026903,0.957578,1.953052
21,3.5,none,Day,0.895743,0.912481,0.435437,0.398093,0.418846,1.026903,1.730424,2.134864
21,3.5,none,Imp,0.879687,0.8927,0.966812,0.973902,0.52694,1.048351,0.949721,1.965383
22,3.5,none,EM,0.911747,0.89708,0.894192,0.857391,0.533578,1.284996,0.87596,1.91178
22,3.5,none,Day,0.911747,0.897299,0.276723,0.228535,0.456303,1.284995,1.433537,2.039527
22,3.5,none,Imp,0.905998,0.889043,0.898142,0.866957,0.54506,1.289549,0.847555,1.909122
23,3.5,none,EM,0.885906,0.888784,0.939762,0.918461,0.495387,1.187957,0.853528,1.999473
23,3.5,none,Day,0.885906,0.888531,0.178419,0.103209,0.367158,1.187958,1.591469,2.17134
23,3.5,none,Imp,0.891852,0.894713,0.934115,0.91451,0.499279,1.171656,0.859747,1.998767
24,3.5,none,EM,0.889668,0.881556,0.952282,0.933913,0.551611,1.250293,1.041585,1.934088
24,3.5,none,Day,0.889669,0.881331,0.597599,0.538163,0.42072,1.250292,1.674544,2.115722
24,3.5,none,Imp,0.842454,0.836947,0.950066,0.935856,0.521727,1.317164,1.018113,1.965845
25,3.5,none,EM,0.876192,0.861716,0.955876,0.954783,0.527075,1.027724,0.974294,1.951333
25,3.5,none,Day,0.876193,0.86199,0.565025,0.545535,0.402933,1.027723,1.654574,2.131467
25,3.5,none,Imp,0.80583,0.770379,0.948963,0.953043,0.497412,1.167595,1.029987,1.973836
26,3.5,none,EM,0.922379,0.915012,0.968659,0.96087,0.570776,1.439408,1.068154,1.9717
26,3.5,none,Day,0.922379,0.914828,0.485217,0.375977,0.43429,1.439408,1.845303,2.179518
26,3.5,none,Imp,0.911276,0.905412,0.964887,0.970435,0.566501,1.448623,1.068219,1.983369
27,3.5,none,EM,0.896301,0.872862,0.937436,0.895652,0.490667,0.919287,0.793103,2.007272
27,3.5,none,Day,0.896301,0.871788,0.451806,0.464442,0.410627,0.919287,1.418722,2.142342
27,3.5,none,Imp,0.872692,0.85895,0.92141,0.911937,0.477908,0.969892,0.813303,2.021351
28,3.5,none,EM,0.853064,0.862446,0.962164,0.96,0.583051,1.279056,0.996803,1.892515
28,3.5,none,Day,0.853064,0.860727,0.553307,0.545535,0.466909,1.279056,1.836464,2.124313
28,3.5,none,Imp,0.813378,0.824247,0.962098,0.963253,0.56855,1.313275,1.000053,1.920618
29,3.5,none,EM,0.932372,0.921352,0.939261,0.932174,0.492327,1.155669,0.779053,2.008318
29,3.5,none,Day,0.932372,0.92082,0.244466,0.228535,0.406131,1.155668,1.448376,2.146494
29,3.5,none,Imp,0.928638,0.90434,0.931071,0.933014,0.483083,1.172852,0.807204,2.015629
30,3.5,none,EM,0.884014,0.910387,0.939826,0.905217,0.501169,1.064814,0.90204,1.959974
30,3.5,none,Day,0.884014,0.911021,0.578054,0.626628,0.42965,1.064814,1.503518,2.101697
30,3.5,none,Imp,0.852538,0.873808,0.947243,0.926055,0.48295,1.100392,0.876632,1.980126
31,3.5,none,EM,0.870552,0.888877,0.928269,0.906957,0.445699,0.938011,1.071194,2.106644
31,3.5,none,Day,0.870553,0.888444,0.611521,0.575024,0.318448,0.938011,1.625601,2.247326
31,3.5,none,Imp,0.842445,0.850217,0.95478,0.93716,0.441872,0.973969,0.977276,2.118543
32,3.5,none,EM,0.923344,0.915833,0.959064,0.943683,0.48121,1.114591,1.07494,1.973978
32,3.5,none,Day,0.923344,0.916147,0.435249,0.434954,0.311398,1.114591,1.968489,2.223714
32,3.5,none,Imp,0.901027,0.899166,0.964677,0.949978,0.471255,1.141942,1.054158,1.984583
33,3.5,none,EM,0.830123,0.842872,0.977132,0.966957,0.520745,1.104153,1.060532,1.984276
33,3.5,none,Day,0.830123,0.84414,0.751565,0.77407,0.436759,1.104153,1.570942,2.111155
33,3.5,none,Imp,0.797668,0.784486,0.981387,0.970435,0.499617,1.134721,1.033588,2.018081
34,3.5,none,EM,0.88625,0.884999,0.955941,0.95913,0.505235,0.952719,0.880626,1.983299
34,3.5,none,Day,0.88625,0.884958,0.515285,0.501303,0.383168,0.952719,1.602564,2.159421
34,3.5,none,Imp,0.89514,0.883823,0.954252,0.953458,0.486127,0.925313,0.895082,2.001689
35,3.5,none,EM,0.936485,0.932589,0.94852,0.915652,0.564557,1.059821,1.039007,1.904782
35,3.5,none,Day,0.936485,0.932811,0.470373,0.331744,0.465464,1.059822,1.641864,2.051528
35,3.5,none,Imp,0.938606,0.939355,0.949035,0.915652,0.552295,1.042293,1.031879,1.917354
36,3.5,none,EM,0.844057,0.863828,0.952557,0.970435,0.511073,0.996745,0.90571,2.012823
36,3.5,none,Day,0.844058,0.863725,0.388451,0.353861,0.371219,0.996745,1.639546,2.190827
36,3.5,none,Imp,0.821962,0.826427,0.952529,0.975652,0.494683,1.02535,0.902988,2.026326
37,3.5,none,EM,0.899201,0.909066,0.949953,0.948902,0.506451,1.099266,0.958861,2.014138
37,3.5,none,Day,0.899201,0.90976,0.476001,0.398093,0.385733,1.099266,1.616693,2.178223
37,3.5,none,Imp,0.895833,0.903746,0.942617,0.943635,0.495911,1.106279,0.979969,2.022613
38,3.5,none,EM,0.893286,0.887206,0.972885,0.946087,0.513151,1.13939,0.869978,2.025171
38,3.5,none,Day,0.893287,0.887481,0.657858,0.611884,0.426188,1.13939,1.470049,2.158407
38,3.5,none,Imp,0.81465,0.784641,0.957865,0.946728,0.480862,1.251777,0.895449,2.062092
39,3.5,none,EM,0.884672,0.876026,0.937669,0.944348,0.50775,0.989227,0.914043,1.970683
39,3.5,none,Day,0.884672,0.876829,0.39252,0.361233,0.416449,0.989228,1.574425,2.115353
39,3.5,none,Imp,0.89127,0.88357,0.912957,0.91799,0.490254,0.98381,0.969491,1.982324
40,3.5,none,EM,0.90072,0.878802,0.936611,0.930202,0.516191,1.025925,1.179818,1.942383
40,3.5,none,Day,0.90072,0.878354,0.421522,0.486558,0.336166,1.025925,1.986097,2.184087
40,3.5,none,Imp,0.883035,0.868325,0.956186,0.93803,0.513021,1.053646,1.132546,1.952038
41,3.5,none,EM,0.894896,0.875585,0.959807,0.96,0.483643,1.054365,1.030558,2.066848
41,3.5,none,Day,0.894896,0.875408,0.401203,0.383349,0.327081,1.054365,1.834446,2.258998
41,3.5,none,Imp,0.869783,0.840428,0.957478,0.942789,0.48271,1.069428,1.010083,2.075859
42,3.5,none,EM,0.811896,0.806725,0.958098,0.945217,0.453663,0.958177,0.829241,2.037745
42,3.5,none,Day,0.811896,0.803307,0.528928,0.493931,0.335599,0.958178,1.540764,2.192036
42,3.5,none,Imp,0.808922,0.798248,0.964813,0.953686,0.433726,0.962175,0.854079,2.055366
43,3.5,none,EM,0.887412,0.907244,0.884158,0.85273,0.486848,1.004122,0.849143,2.016448
43,3.5,none,Day,0.887412,0.90737,0.339594,0.317,0.35412,1.004121,1.467906,2.19164
43,3.5,none,Imp,0.878261,0.894757,0.875275,0.844213,0.477938,1.021986,0.866324,2.022546
44,3.5,none,EM,0.873309,0.882402,0.956086,0.933913,0.452375,0.874911,0.956945,1.99853
44,3.5,none,Day,0.873309,0.883467,0.643059,0.641373,0.362092,0.874912,1.521614,2.127798
44,3.5,none,Imp,0.860302,0.86482,0.959376,0.947826,0.436794,0.883298,0.930558,2.016951
45,3.5,none,EM,0.856557,0.853344,0.926897,0.931507,0.436615,0.997565,0.750126,2.045957
45,3.5,none,Day,0.856557,0.852923,0.325357,0.250651,0.335624,0.997565,1.395214,2.181198
45,3.5,none,Imp,0.83923,0.832291,0.929844,0.92823,0.430495,1.029708,0.754642,2.05152
46,3.5,none,EM,0.859815,0.861815,0.918763,0.926055,0.433241,1.059745,0.862275,2.020638
46,3.5,none,Day,0.859815,0.861271,0.378613,0.383349,0.359088,1.059744,1.500526,2.152791
46,3.5,none,Imp,0.84177,0.847621,0.924933,0.925185,0.430001,1.102069,0.871337,2.023068
47,3.5,none,EM,0.902198,0.898519,0.959055,0.949565,0.575675,1.078526,1.273163,1.927642
47,3.5,none,Day,0.902198,0.898084,0.626945,0.604512,0.468054,1.078526,1.905751,2.098684
47,3.5,none,Imp,0.836431,0.825379,0.939881,0.922575,0.545954,1.149471,1.227684,1.967818
48,3.5,none,EM,0.861107,0.85184,0.951799,0.955652,0.511051,1.051483,0.913838,1.980964
48,3.5,none,Day,0.861107,0.853709,0.512025,0.530791,0.388196,1.051483,1.709121,2.194437
48,3.5,none,Imp,0.834825,0.826481,0.94696,0.952174,0.510737,1.098443,0.949026,1.986475
49,3.5,none,EM,0.887692,0.88218,0.942911,0.948696,0.429211,0.968517,0.84454,2.015969
49,3.5,none,Day,0.887692,0.881025,0.224203,0.184302,0.317127,0.968517,1.503667,2.149499
49,3.5,none,Imp,0.88407,0.878677,0.927866,0.898412,0.420985,0.979654,0.872451,2.019775
0,3.5,theta,EM,0.855248,0.855999,0.889181,0.879756,0.397783,1.04721,0.847377,2.001696
0,3.5,theta,Day,0.855247,0.856059,0.07208,0.095837,0.294281,1.047211,1.482237,2.133109
0,3.5,theta,Imp,0.874996,0.880376,0.765088,0.763004,0.331431,0.974734,0.964395,2.053386
1,3.5,theta,EM,0.816047,0.747707,0.952733,0.95913,0.362446,1.128726,0.814137,2.049331
1,3.5,theta,Day,0.816047,0.748708,0.27277,0.265396,0.201755,1.128727,1.724002,2.23951
1,3.5,theta,Imp,0.874509,0.828369,0.896375,0.893043,0.356524,0.956438,0.86983,2.076352
2,3.5,theta,EM,0.930754,0.934743,0.954638,0.963688,0.496377,0.97293,0.874941,1.994037
2,3.5,theta,Day,0.930754,0.934638,0.349607,0.265396,0.399933,0.97293,1.579048,2.143081
2,3.5,theta,Imp,0.923108,0.920923,0.851462,0.832536,0.472913,0.962468,0.926633,2.042398
3,3.5,theta,EM,0.876145,0.879632,0.966499,0.964348,0.466921,1.33079,1.169732,1.923777
3,3.5,theta,Day,0.876145,0.879297,0.536617,0.567652,0.190028,1.330791,1.975311,2.167972
3,3.5,theta,Imp,0.891822,0.917834,0.959716,0.961513,0.46165,1.174079,0.982703,1.963299
4,3.5,theta,EM,0.878918,0.88148,0.934805,0.893043,0.403559,1.12297,0.973624,2.025027
4,3.5,theta,Day,0.878917,0.881353,0.469449,0.427582,0.241564,1.122972,1.576272,2.169822
4,3.5,theta,Imp,0.910114,0.925635,0.892156,0.85037,0.381041,0.966658,0.886243,2.067973
5,3.5,theta,EM,0.889091,0.884335,0.948031,0.942609,0.428075,1.005306,0.728803,1.973085
5,3.5,theta,Day,0.88909,0.88351,0.280899,0.265396,0.242732,1.005307,1.434935,2.149307
5,3.5,theta,Imp,0.900267,0.898324,0.897332,0.883478,0.415417,0.94959,0.713545,2.00762
6,3.5,theta,EM,0.897295,0.881707,0.898469,0.887342,0.319142,1.02547,1.009684,1.947203
6,3.5,theta,Day,0.897295,0.882559,0.497926,0.398093,0.173897,1.025471,1.581655,2.092986
6,3.5,theta,Imp,0.908466,0.907181,0.893889,0.85161,0.323567,0.931284,0.856505,1.975642
7,3.5,theta,EM,0.913866,0.893468,0.946841,0.939539,0.460095,0.885404,1.027783,1.958668
7,3.5,theta,Day,0.913865,0.893002,0.333099,0.272768,0.26663,0.885406,1.807734,2.156991
7,3.5,theta,Imp,0.931587,0.927776,0.877369,0.864724,0.455094,0.758048,1.025756,1.99695
8,3.5,theta,EM,0.88144,0.8869,0.925441,0.909565,0.475368,1.420023,0.726698,2.007693
8,3.5,theta,Day,0.881439,0.886205,0.258472,0.265396,0.306425,1.420025,1.44794,2.190368
8,3.5,theta,Imp,0.903353,0.911714,0.821744,0.775821,0.441369,1.272144,0.854642,2.065703
9,3.5,theta,EM,0.873645,0.872726,0.942203,0.955652,0.378156,1.16173,0.903281,2.058144
9,3.5,theta,Day,0.873644,0.873331,0.484744,0.493931,0.223435,1.161732,1.3929,2.16098
9,3.5,theta,Imp,0.892769,0.902028,0.868883,0.880139,0.371511,1.036034,0.829525,2.100397
10,3.5,theta,EM,0.892493,0.911082,0.967451,0.941739,0.302325,0.910545,0.919469,2.035099
10,3.5,theta,Day,0.892493,0.91186,0.706875,0.715093,0.077966,0.910546,1.419529,2.155472
10,3.5,theta,Imp,0.926137,0.949092,0.954584,0.948467,0.303234,0.685794,0.719089,2.078466
11,3.5,theta,EM,0.875807,0.860136,0.944698,0.887826,0.4404,0.967903,1.081848,2.005311
11,3.5,theta,Day,0.875807,0.860399,0.240568,0.287512,0.186523,0.967905,1.904136,2.225327
11,3.5,theta,Imp,0.896985,0.884213,0.869058,0.885845,0.424659,0.872992,1.103787,2.043936
12,3.5,theta,EM,0.871608,0.869093,0.917872,0.90087,0.355923,1.074995,1.248263,1.946136
12,3.5,theta,Day,0.871607,0.869303,0.667871,0.626628,0.145013,1.074996,1.711341,2.080598
12,3.5,theta,Imp,0.91466,0.928332,0.897381,0.894783,0.357078,0.821047,1.099209,1.99473
13,3.5,theta,EM,0.900187,0.892357,0.934381,0.904348,0.501418,1.101242,0.689773,1.968365
13,3.5,theta,Day,0.900187,0.891832,0.25479,0.243279,0.410887,1.101243,1.335902,2.104318
13,3.5,theta,Imp,0.904504,0.900537,0.799083,0.763107,0.45121,1.057452,0.837604,2.024829
14,3.5,theta,EM,0.907939,0.882337,0.963492,0.967826,0.470154,1.298841,1.079543,1.883342
14,3.5,theta,Day,0.907939,0.88281,0.612756,0.582396,0.131756,1.298842,1.881732,2.155701
14,3.5,theta,Imp,0.931376,0.931305,0.948214,0.942584,0.468998,1.010039,0.920331,1.928473
15,3.5,theta,EM,0.924038,0.90996,0.873719,0.753043,0.385913,0.969111,0.99861,1.994549
15,3.5,theta,Day,0.924037,0.909877,0.488559,0.449698,0.307657,0.969112,1.458714,2.096721
15,3.5,theta,Imp,0.931764,0.913462,0.838531,0.620135,0.3569,0.886794,0.901222,2.045806
16,3.5,theta,EM,0.881268,0.863436,0.952678,0.947826,0.40602,1.058911,1.105298,1.981071
16,3.5,theta,Day,0.881268,0.864719,0.489133,0.486558,0.15435,1.058912,1.856946,2.180617
16,3.5,theta,Imp,0.910922,0.906475,0.910503,0.900196,0.391978,0.861249,1.016614,2.029061
17,3.5,theta,EM,0.865344,0.849913,0.9187,0.912174,0.24929,1.289837,0.942102,1.972212
17,3.5,theta,Day,0.865344,0.849603,0.703579,0.707721,0.12942,1.289838,1.320238,2.053718
17,3.5,theta,Imp,0.909569,0.908376,0.892725,0.892368,0.243127,1.018993,0.815259,2.02764
18,3.5,theta,EM,0.859002,0.855761,0.931862,0.91933,0.352917,1.251467,1.000354,2.006787
18,3.5,theta,Day,0.859001,0.855845,0.661491,0.692977,0.213175,1.251468,1.454994,2.118542
18,3.5,theta,Imp,0.892754,0.912239,0.924242,0.907154,0.35191,1.05862,0.81545,2.048905
19,3.5,theta,EM,0.879523,0.850052,0.942103,0.926087,0.463511,1.014501,0.936812,1.985546
19,3.5,theta,Day,0.879523,0.850179,0.321642,0.317,0.324448,1.014503,1.667499,2.151807
19,3.5,theta,Imp,0.908725,0.894627,0.881017,0.866464,0.426206,0.886599,0.925806,2.03464
20,3.5,theta,EM,0.877686,0.883217,0.927211,0.894542,0.397274,1.346478,0.970791,1.995405
20,3.5,theta,Day,0.877686,0.88267,0.501529,0.449698,0.257298,1.346479,1.547839,2.128205
20,3.5,theta,Imp,0.900669,0.912141,0.871916,0.863854,0.361276,1.184859,0.908989,2.055041
21,3.5,theta,EM,0.862527,0.878796,0.979833,0.984348,0.342345,1.135569,0.840344,1.959591
21,3.5,theta,Day,0.862526,0.878654,0.436788,0.398093,0.193326,1.135569,1.709668,2.137539
21,3.5,theta,Imp,0.897042,0.912993,0.921409,0.893913,0.314424,0.94974,0.812364,2.004699
22,3.5,theta,EM,0.91993,0.908856,0.914021,0.899761,0.48433,1.258738,0.853628,1.903436
22,3.5,theta,Day,0.91993,0.909629,0.280535,0.228535,0.385793,1.258739,1.423899,2.032409
22,3.5,theta,Imp,0.928472,0.920148,0.792255,0.728342,0.42912,1.179597,0.905735,1.975572
23,3.5,theta,EM,0.859276,0.872911,0.949438,0.932174,0.471022,1.255389,0.833001,1.998307
23,3.5,theta,Day,0.859276,0.873503,0.185547,0.103209,0.343842,1.255389,1.591979,2.168355
23,3.5,theta,Imp,0.863044,0.879009,0.867367,0.792339,0.41518,1.219325,0.875671,2.054416
24,3.5,theta,EM,0.907958,0.895836,0.958368,0.937391,0.388578,1.329283,0.897262,1.939637
24,3.5,theta,Day,0.907957,0.895837,0.583719,0.479186,0.262267,1.329284,1.640823,2.117729
24,3.5,theta,Imp,0.92901,0.930507,0.92026,0.907154,0.359553,1.079058,0.838456,1.99537
25,3.5,theta,EM,0.861454,0.859731,0.961033,0.969565,0.408334,1.118765,0.940581,1.954435
25,3.5,theta,Day,0.861454,0.859831,0.56586,0.545535,0.234259,1.118766,1.647324,2.130339
25,3.5,theta,Imp,0.897768,0.891403,0.919863,0.910198,0.386342,0.935823,0.885594,2.002816
26,3.5,theta,EM,0.934468,0.929297,0.955378,0.941739,0.481202,1.429647,1.126556,1.980196
26,3.5,theta,Day,0.934468,0.928959,0.486665,0.375977,0.294667,1.42965,1.860063,2.183059
26,3.5,theta,Imp,0.93982,0.945403,0.914469,0.869754,0.461972,1.289585,1.000815,2.030803
27,3.5,theta,EM,0.904044,0.905604,0.954324,0.964348,0.331547,0.929054,0.724203,2.007666
